Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
PAULS KITCHEN,1012 S SAN PEDRO ST,LOS ANGELES,CA,90015,92,A
CROWN PLAZA EMPLOYEE CAFE,5985 W CENTURY BLVD,LOS ANGELES,CA,90045,97,A
BONNIE B BAKERY,4442 W SLAUSON AVE,LOS ANGELES,CA,90043,94,A
THE LIQUOR LOCKER,8161 W SUNSET BLVD,LOS ANGELES,CA,90046,94,A
PAL DAL COSMETIC & NUTRITION,2666 W OLYMPIC BLVD STE 104A,LOS ANGELES,CA,90006,100,A
TACOS AL VAPOR EL CANELO,6168 WHITTIER BLVD,LOS ANGELES,CA,90022,98,A
OLYMPIC KOREAN BAKERY,3110 W OLYMPIC BLVD,LOS ANGELES,CA,90006,93,A
THE BEST BURGER,3533 S WESTERN AVE,LOS ANGELES,CA,90018,98,A
SUSHI-GEN,422 E 2ND ST,LOS ANGELES,CA,90012,95,A
EL GOLAZO RESTAURANT,245 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90037,92,A
TRACEY'S RESTAURANT,3810 S WESTERN AVE,LOS ANGELES,CA,90062,94,A
ANDRE OD TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,LOS ANGELES,CA,90036,98,A
JACK IN THE BOX #3280,3600 E 3RD ST,LOS ANGELES,CA,90063,95,A
SUPER TOCHAL,1418 WESTWOOD BLVD,LOS ANGELES,CA,90024,93,A
TARGET,2626 COLORADO BLVD,LOS ANGELES,CA,90041,100,A
ATTARI GRILL,1388 WESTWOOD BLVD STE 102,LOS ANGELES,CA,90024,94,A
LETFER MEAT MARKET,934 W 23RD ST,LOS ANGELES,CA,90007,93,A
"PESCADERIA PUERTO EL TRIUNFO, INC.",1713 E VERNON AVE,LOS ANGELES,CA,90058,95,A
JAN-ETTE'S LIQUOR,4028 W JEFFERSON BLVD,LOS ANGELES,CA,90016,93,A
BASKIN ROBBINS #3119,3516 W SUNSET BLVD,LOS ANGELES,CA,90026,97,A
ANGELITOS NUTRITION #2,2526 S SAN PEDRO ST,LOS ANGELES,CA,90011,93,A
RAHA DISCOUNT INC,3321 HYDE PARK BLVD,LOS ANGELES,CA,90043,95,A
GUS JR BURGER,4001 S SAN PEDRO ST,LOS ANGELES,CA,90011,90,A
CRENSHAW SHELL & MINI MART,3645 S CRENSHAW BLVD,LOS ANGELES,CA,90016,95,A
HAPPY'S LIQUOR,3192 VERDUGO RD,LOS ANGELES,CA,90065,97,A
I LOVE BOBA,1107 N ALVARADO ST,LOS ANGELES,CA,90026,91,A
21MARKET,2020 HOOPER AVE,LOS ANGELES,CA,90011,90,A
SUPERIOR GROCERS,2000 S CENTRAL AVE,LOS ANGELES,CA,90011,97,A
SPROUTS,8985 W VENICE BLVD,LOS ANGELES,CA,90034,98,A
DAILY GRILL,5400 W CENTURY BLVD,LOS ANGELES,CA,90045,93,A
SHORT STOP # 33,3278 CAHUENGA BLVD W,LOS ANGELES,CA,90068,95,A
CORONADO MEAT MARKET,4228 S AVALON BLVD,LOS ANGELES,CA,90011,90,A
DOMINO'S PIZZA #8224,8320 LINCOLN BLVD,LOS ANGELES,CA,90045,97,A
NAPOLEON & JOSEPHINE INC.,7212 MELROSE AVE,LOS ANGELES,CA,90046,91,A
LAS DELICIAS MEXICAN FOOD,4029 S WESTERN AVE,LOS ANGELES,CA,90062,96,A
OUMI SUSHI @ SPROUTS,8985 VENICE BLVD,LOS ANGELES,CA,90034,98,A
LUPITA'S BAKERY,2546 W PICO BLVD,LOS ANGELES,CA,90006,93,A
JOAN AND SISTERS RESTAURANT,3709 S WESTERN AVE,LOS ANGELES,CA,90018,93,A
FAMILY MARKET,4304 FLORAL DR,LOS ANGELES,CA,90022,96,A
FLORAL MARKET,4323 FLORAL DR,LOS ANGELES,CA,90022,96,A
DAILY GRILL LOBBY BAR,5400 W CENTURY BLVD,LOS ANGELES,CA,90045,96,A
A&A LIQUOR,6200 W MANCHESTER AVE,LOS ANGELES,CA,90045,98,A
TIKAL MARKET,2508 S SAN PEDRO ST,LOS ANGELES,CA,90011,91,A
GLADSTONE'S LAX,300 WORLD WAY,LOS ANGELES,CA,90045,97,A
NEW SEOUL COFFEE SHOP,2666 W OLYMPIC BLVD STE 114,LOS ANGELES,CA,90006,96,A
STONE BAKERY/MARKET,6700 S CRENSHAW BLVD,LOS ANGELES,CA,90043,95,A
STONE BAKERY/MARKET,6700 S CRENSHAW BLVD,LOS ANGELES,CA,90043,93,A
ANDRE OF TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,LOS ANGELES,CA,90036,99,A
TAJ INDIA PALACE,8320 LINCOLN BLVD # 105,LOS ANGELES,CA,90045,92,A
L’ASSIETTE STEAK FRITES,7166 MELROSE AVE,LOS ANGELES,CA,90046,91,A
SUSHI Q,6660 W SUNSET BLVD UNIT M,LOS ANGELES,CA,90028,94,A
ONE STOP LIQUOR,2315 S CENTRAL AVE,LOS ANGELES,CA,90011,99,A
LA PROVIDENCIA MARKET,4532 FOUNTAIN AVE,LOS ANGELES,CA,90029,93,A
J&S MINI MARKET,922 N ALVARADO ST STE B,LOS ANGELES,CA,90026,92,A
KMART,6310 W 3RD ST,LOS ANGELES,CA,90036,98,A
ORLEANS ANS YORKS FINE DELI,4454 W SLAUSON AVE,LOS ANGELES,CA,90043,98,A
POPEYES CHICKEN,451 E EL SEGUNDO BLVD,LOS ANGELES,CA,90061,94,A
WEINERSCHNITZEL,4714 W SLAUSON AVE,LOS ANGELES,CA,90056,96,A
SAL'S PRODUCE MARKET,4211 E OLYMPIC BLVD,LOS ANGELES,CA,90023,92,A
SPROUTS,8985 W VENICE BLVD,LOS ANGELES,CA,90034,90,A
RAMADA LOS ANGELES DOWNTOWN WEST,1903 OLYMPIC BLVD,LOS ANGELES,CA,90006,93,A
SMART & FINAL #310,1216 S COMPTON AVE,LOS ANGELES,CA,90051,92,A
PUERTO NUEVO COFFEE,4445 W SLAUSON AVE,LOS ANGELES,CA,90043,94,A
JACK IN THE BOX #3153,830 N VERMONT AVE,LOS ANGELES,CA,90029,94,A
MOTHERS NUTRITIONAL CTR #418,3665 S CRENSHAW BLVD,LOS ANGELES,CA,90016,92,A
SPROUTS,8985 W VENICE BLVD,LOS ANGELES,CA,90034,98,A
AMANECER ILOBASQUENCE & FAMI,4301 S AVALON BLVD,LOS ANGELES,CA,90011,93,A
LAS PALMITAS FRUIT #4,3691 E 3RD ST,LOS ANGELES,CA,90063,92,A
LA INDIANA HOME MADE TAMALES,1142 S INDIANA ST,LOS ANGELES,CA,90023,96,A
WESTERN FUEL GROUP,3063 S CRENSHAW BLVD,LOS ANGELES,CA,90016,96,A
TOP DONUT,3331 HYDE PARK BLVD,LOS ANGELES,CA,90043,87,B
LITTLE CAESAR #5909,1910 S SAN PEDRO ST,LOS ANGELES,CA,90011,91,A
YOSHINOYA #1251,1777 E OLYMPIC BLVD,LOS ANGELES,CA,90021,93,A
ATTARI SANDWICHES,1388 WESTWOOD BLVD STE 103,LOS ANGELES,CA,90024,94,A
LUCIA'S DISCOUNT STORE,2528 S SAN PEDRO ST,LOS ANGELES,CA,90011,98,A
CLEMEN'S RESTAURANT,3551 S WESTERN AVE,LOS ANGELES,CA,90018,93,A
PANCHITO'S MARKET,3926 E OLYMPIC BLVD,LOS ANGELES,CA,90023,93,A
FRIENDLY MARKET,2921 E 8TH ST,LOS ANGELES,CA,90023,93,A
CARL'S JR #337,5501 E TELEGRAPH RD,LOS ANGELES,CA,90040,95,A
RAMIREZ MARKET PLACE,3779 E OLYMPIC BLVD,LOS ANGELES,CA,90023,93,A
HONG KONG EXPRESS,934 LOS ANGELES STS # 3,LOS ANGELES,CA,90015,90,A
NO. 1 NOODLE HOUSE,5161 POMONA BLVD STE 103,LOS ANGELES,CA,90022,93,A
PANDA EXPRESS #175,308 WESTWOOD PLZ,LOS ANGELES,CA,90024,98,A
SUSHI BY H,480 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,92,A
HAMASAKU,11043 SANTA MONICA BLVD,LOS ANGELES,CA,90025,96,A
101 COFFEE SHOP,6145 FRANKLIN AVE,LOS ANGELES,CA,90068,98,A
HT  76 #2,475 S AVENUE 60,LOS ANGELES,CA,90042,100,A
BERRIS KITCHEN,11078 SANTA MONICA BLVD,LOS ANGELES,CA,90025,93,A
GOTKOSHER,8914 W PICO BLVD,LOS ANGELES,CA,90035,90,A
TOSHI SUSHI,359 E 1ST ST,LOS ANGELES,CA,90012,92,A
PANDA EXPRESS #1064,10250 STA MON BLVD STE FC6,LOS ANGELES,CA,90067,93,A
MILKY WAY,9108 1/2 W PICO BLVD,LOS ANGELES,CA,90035,94,A
IN-N-OUT BURGER #111,3640 N CAHUENGA BLVD W,LOS ANGELES,CA,90068,98,A
LAS PALMAS SENIOR CTR. SNACK,1820 N LAS PALMAS AVE,LOS ANGELES,CA,90028,94,A
JAMBA JUICE #1514,4729 VENICE BLVD,LOS ANGELES,CA,90019,93,A
BEACHWOOD MARKET,2701 BELDEN DR,LOS ANGELES,CA,90068,95,A
WOLFGANG PUCK EXPRESS,308 WESTWOOD PLZ # 1390L,LOS ANGELES,CA,90024,95,A
BROOKLYN PIZZA AND PASTA,9228 W PICO BLVD,LOS ANGELES,CA,90035,92,A
GAUCHO GRILL,11754 SAN VICENTE BLVD,LOS ANGELES,CA,90049,94,A
HORTON & CONVERSE PHARMACY,10250 SANTA MONICA BLVD #169,LOS ANGELES,CA,90067,98,A
HOT THAI RESTAURANT,416 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,90,A
BEACHWOOD MARKET,2701 BELDEN DR,LOS ANGELES,CA,90068,96,A
DOMINO'S PIZZA #7806,10616 W PICO BLVD,LOS ANGELES,CA,90064,93,A
RUBIO'S FRESH MEXICAN GRILL,308 WESTWOOD PLZ,LOS ANGELES,CA,90024,97,A
THE JUICE,3145 GLENDALE BLVD,LOS ANGELES,CA,90039,91,A
"LOTUS LA, LLC",3742 S FLOWER ST,LOS ANGELES,CA,90007,90,A
YOSHINOYA #1249,4846 W PICO BLVD,LOS ANGELES,CA,90019,94,A
ARTUR'S GARDEN,1240 HOOPER AVE,LOS ANGELES,CA,90021,90,A
BEACHWOOD CAFE,2695 N BEACHWOOD DR,LOS ANGELES,CA,90068,96,A
O SUSHI,11082 SANTA MONICA BLVD,LOS ANGELES,CA,90025,96,A
NEWS-STAND,10250 STA MON BLVD STE #200B,LOS ANGELES,CA,90067,99,A
CVS/PHARMACY #8886,8601 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,98,A
THE OINKSTER,2005 COLORADO BLVD,LOS ANGELES,CA,90041,96,A
PANADERIA CECILIA,7825 S BROADWAY,LOS ANGELES,CA,90003,80,B
CVS PHARMACY #10433,6201 HOLLYWOOD BLVD # 126,LOS ANGELES,CA,90028,99,A
SUBWAY SANDWICH SHOP #552,1018 N VERMONT AVE,LOS ANGELES,CA,90029,95,A
EL DORADO BOWLERO,8731 LINCOLN BLVD,LOS ANGELES,CA,90045,92,A
EL NUEVO MARISCOS TAMPICO,3355 WHITTIER BLVD #B1,LOS ANGELES,CA,90023,95,A
MAX CITY BBQ,4729 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,95,A
DELICIOUS ARTS,10581 1/2 PICO BLVD,LOS ANGELES,CA,90064,98,A
OKRUMONG,3801 W 6TH ST,LOS ANGELES,CA,90020,97,A
MR BOBA,3805 W 6TH ST,LOS ANGELES,CA,90020,96,A
PIPS ON LA BREA,1356 S LA BREA AVE,LOS ANGELES,CA,90019,90,A
INDIANA DAIRY MARKET,805 S INDIANA ST,LOS ANGELES,CA,90023,98,A
PIZZANISTA,2019 E 7TH ST,LOS ANGELES,CA,90021,90,A
YOSHINOYA #1210,1075 N WESTERN AVE STE 109,LOS ANGELES,CA,90038,97,A
TACO BELL,990 N WESTERN AVE,LOS ANGELES,CA,90029,98,A
ME-RYUN,966 S WESTERN AVE STE 107,LOS ANGELES,CA,90006,94,A
THAI PEPPER RESTAUTANT,6219 FRANKLIN AVE,LOS ANGELES,CA,90028,94,A
CHALIOS,760 S ATLANTIC BLVD,LOS ANGELES,CA,90022,91,A
FRUIT TREE STORY,3663 W 6TH ST # G102,LOS ANGELES,CA,90020,99,A
PIZZA REV,3150 WILSHIRE BLVD #114,LOS ANGELES,CA,90010,93,A
IL MORO RESTAURANT,11400 W OLYMPIC BLVD,LOS ANGELES,CA,90064,98,A
SUBWAY SANDWICHES,10401 VENICE BLVD STE #102,LOS ANGELES,CA,90034,96,A
PANDA EXPRESS #948,4947 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,98,A
LA FONDA RESTAURANT,2501 WILSHIRE BLVD,LOS ANGELES,CA,90057,92,A
THE COOP,10006 NATIONAL BLVD,LOS ANGELES,CA,90034,97,A
JACK IN THE BOX #3153,830 N VERMONT AVE,LOS ANGELES,CA,90029,86,B
BLU ELEFANT,2024 W WASHINGTON BLVD,LOS ANGELES,CA,90018,93,A
E.A.K RAMEN,7455 MELROSE AVE,LOS ANGELES,CA,90046,83,B
RAMEN OF YORK,5051 YORK BLVD,LOS ANGELES,CA,90042,95,A
FROLIC ROOM,6245 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,97,A
EL VALLE OAXAQUENO INC.,1601 S VERMONT AVE STE #106,LOS ANGELES,CA,90006,90,A
SUBWAY #52104,3183 WILSHIRE BLVD STE 184,LOS ANGELES,CA,90010,95,A
COTTONHI,3825 W 6TH ST,LOS ANGELES,CA,90020,96,A
CAFE LOFT,3882 W 6TH ST,LOS ANGELES,CA,90020,98,A
STARBUCKS #22525,3150 WILSHIRE BLVD # 112,LOS ANGELES,CA,90010,97,A
BURGER KING #6581,1845 S VERMONT AVE,LOS ANGELES,CA,90006,97,A
UPSTAIRS 2,2311 COTNER AVE,LOS ANGELES,CA,90064,92,A
THAI COCONUT RESTAUARNT,1801 COLORADO BLVD,LOS ANGELES,CA,90041,90,A
THE COFFEE TABLE EAGLE ROCK,1958 COLORADO BLVD,LOS ANGELES,CA,90041,93,A
FIVE GUYS BURGERS & FRIES #1394,530 W 27TH ST # 104,LOS ANGELES,CA,90007,94,A
RASPADOS DON MANUEL,2848 E 4TH ST,LOS ANGELES,CA,90033,92,A
GO HYANG SAN CHUN,345 S WESTERN AVE,LOS ANGELES,CA,90020,93,A
HOLLYVINE GIFTS & FOOD MART,6324 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,97,A
WHITLEY HEIGHTS MARKET,1900 N HIGHLAND AVE,LOS ANGELES,CA,90068,93,A
MATEO'S ICE CREAM AND SANDWICHES,1250 S VERMONT AVE # 105,LOS ANGELES,CA,90006,90,A
PANADERIA VICTORIA,1312 S VERMONT AVE,LOS ANGELES,CA,90006,96,A
TORTILLERIA ACAPULCO,1309 S VERMONT AVE,LOS ANGELES,CA,90006,92,A
BODY ENERGY CLUB,6318 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,94,A
THE COFFEE BEAN & TEA LEAF,3183 WILSHIRE BLVD STE #115A,LOS ANGELES,CA,90010,93,A
PHILZ COFFEE,6430 W SUNSET BLVD,LOS ANGELES,CA,90028,98,A
SUPER DONUT,1827 S VERMONT AVE,LOS ANGELES,CA,90006,94,A
SALATHAI RESTAURANT #1,211 ALPINE ST STE 8,LOS ANGELES,CA,90012,92,A
PAPILLES,6221 FRANKLIN AVE,LOS ANGELES,CA,90028,90,A
THE COFFEE BEAN & TEA LEAF,10419 W VENICE BLVD,LOS ANGELES,CA,90034,90,A
THE BURGERIAN,5820 MELROSE AVE,LOS ANGELES,CA,90038,97,A
THE HIGHLAND CAFE,5010 YORK BLVD,LOS ANGELES,CA,90042,94,A
CENTRAL LIQUOR BANK,959 E 92ND ST,LOS ANGELES,CA,90002,90,A
TOWN,5101 YORK BLVD,LOS ANGELES,CA,90042,96,A
ARMON'S RESTAURANT,5056 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,95,A
POKE BAR,1916 COLORADO BLVD STE B,LOS ANGELES,CA,90041,97,A
PARIS BAGUETTE CAFE,621 S WESTERN AVE STE 105,LOS ANGELES,CA,90010,91,A
GENESIS #2,1423 W PICO BLVD,LOS ANGELES,CA,90015,81,B
HAPPY BARGAIN,7421 S BROADWAY,LOS ANGELES,CA,90003,94,A
CHILE VERDE,3650 MARTIN LUTHER KING BLVD STE 139,LOS ANGELES,CA,90008,92,A
DOG HAUS,3335 S FIGUEROA ST #D,LOS ANGELES,CA,90007,94,A
HOUSE OF NOODLES,5310 W CENTURY BLVD,LOS ANGELES,CA,90045,90,A
EMIL'S SWISS PASTRY,11551 SANTA MONICA BLVD,LOS ANGELES,CA,90024,94,A
HOT DOG ON A STICK,10800 W PICO BLVD STE 304,LOS ANGELES,CA,90064,93,A
REST & PAN LA UNIVERSAL,2615 W 7TH ST,LOS ANGELES,CA,90057,94,A
JANGCHUNG PYUNGANDO JOKBAL,2716 W OLYMPIC BLVD # 104,LOS ANGELES,CA,90006,96,A
PRINKIPIA YOGURT,10800 W PICO BLVD #106,LOS ANGELES,CA,90064,98,A
QUIZNO'S SUB,11909 W OLYMPIC BLVD,LOS ANGELES,CA,90064,90,A
WESTIN LA HOTEL BANQUET,5400 W CENTURY BLVD,LOS ANGELES,CA,90045,93,A
DIVISION 3,3329 DIVISION ST,LOS ANGELES,CA,90065,94,A
THE FACE SHOP,621 S WESTERN AVE G01,LOS ANGELES,CA,90005,88,B
LADDS LIQUOR,4217 W 3RD ST STE #C,LOS ANGELES,CA,90020,96,A
ROOFTOP CABANA @ MAMA SHELTER,6500 SELMA AVE,LOS ANGELES,CA,90028,97,A
SHELL #299,605 E FLORENCE AVE,LOS ANGELES,CA,90001,95,A
FOOD,10595 PICO BLVD,LOS ANGELES,CA,90064,96,A
MONO POKE,8800 SEPULVEDA BLVD STE 3,LOS ANGELES,CA,90045,93,A
LA AZTECA TORTILLERIA & RESTAURANT,4538 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90022,80,B
ILOBASQUEND RESTAURANT,5027 MELROSE AVE,LOS ANGELES,CA,90038,90,A
RESTORE,3405 GLENDALE BLVD,LOS ANGELES,CA,90039,96,A
TUMBY'S PIZZA,8326 S WESTERN AVE,LOS ANGELES,CA,90047,92,A
DAILY DONUTS,1908 N HILLHURST AVE,LOS ANGELES,CA,90027,90,A
TIERRA NAGARIT,915 S CENTRAL AVE,LOS ANGELES,CA,90025,85,B
HANKS LIQUOR,2026 E FIRESTONE BLVD,LOS ANGELES,CA,90001,93,A
FRENCH BISTRO,1216 1/2 S SANTEE ST,LOS ANGELES,CA,90015,93,A
MORI SUSHI,11500 W PICO BLVD,LOS ANGELES,CA,90064,94,A
FRANCO ON MELROSE,6919 MELROSE AVE,LOS ANGELES,CA,90038,90,A
ALEX DISCOUNT STORE,2830 N BROADWAY,LOS ANGELES,CA,90031,96,A
QUICKMART,2171 W FLORENCE AVE,LOS ANGELES,CA,90047,90,A
KOGI KING,1145 S WESTERN AVE,LOS ANGELES,CA,90006,84,B
SUBWAY 46383,1347 W FLORENCE AVE STE #C,LOS ANGELES,CA,90044,96,A
SOY ROLL & KATSU,3335 S FIGUEROA ST # AUGY4,LOS ANGELES,CA,90007,94,A
MEXICANO,3650 W MARTIN LUTHER KING BLVD # 127,LOS ANGELES,CA,90008,94,A
VONS MARKET,3461 W 3RD ST,LOS ANGELES,CA,90005,99,A
SPECIALTY'S CAFE & BAKERY,2121 AVE OF STARS STE #100,LOS ANGELES,CA,90067,90,A
SUBWAY #42807,8310 S VERMONT AVE,LOS ANGELES,CA,90044,95,A
RIOS MINI MARKET,9130 S VERMONT AVE,LOS ANGELES,CA,90044,98,A
IT'S BOBA TIME,6660 W SUNSET BLVD STE Q,LOS ANGELES,CA,90028,95,A
WESTIN LA HOTEL BANQUET,5400 W CENTURY BLVD,LOS ANGELES,CA,90045,96,A
7-ELEVEN STORE 36961A,301 E FLORENCE AVE,LOS ANGELES,CA,90003,98,A
KITCHEN MOUSE,5904 N FIGUEROA ST,LOS ANGELES,CA,90042,94,A
99~ PLUS & BEAUTY SUPPLY,8221 S NORMANDIE AVE,LOS ANGELES,CA,90044,94,A
EARTH ORGANIC JUICE BAR,1753 N HILLHURST AVE,LOS ANGELES,CA,90027,97,A
DYLLAN'S DELI,10866 WILSHIRE BLVD,LOS ANGELES,CA,90024,92,A
VONS MARKET,3461 W 3RD ST,LOS ANGELES,CA,90005,97,A
SUBWAY 16373,1075 N WESTERN AVE STE 108,LOS ANGELES,CA,90027,98,A
T AND D LIQUOR,3860 W SLAUSON AVE,LOS ANGELES,CA,90043,93,A
JUQUILA REST,11619 SANTA MONICA BLVD,LOS ANGELES,CA,90025,94,A
HONEYBOBA,11573 SANTA MONICA BLVD,LOS ANGELES,CA,90025,90,A
BLAZE PIZZA,3335 S FIGUEROA ST,LOS ANGELES,CA,90007,96,A
TACO BRAVO,1400 W PICO BLVD,LOS ANGELES,CA,90015,98,A
LUPITA DOLLAR & UP,4146 E OLYMPIC BLVD #C,LOS ANGELES,CA,90023,90,A
BIRRIERIA BALDOMERO,3200 S MAPLE AVE,LOS ANGELES,CA,90011,95,A
HACHE  LA,3319 W SUNSET BLVD,LOS ANGELES,CA,90026,92,A
HARLOWE,7321 SANTA MONICA BLVD,LOS ANGELES,CA,90046,90,A
99 CENTS STUFF & THINGS,8608 S VERMONT AVE,LOS ANGELES,CA,90044,95,A
DREAM MARKET INC.,915 S CENTRAL AVE,LOS ANGELES,CA,90021,90,A
CVS/PHARMACY #9665,5994 N FIGUEROA ST,LOS ANGELES,CA,90042,98,A
PANDA EXPRESS #119,3650 W MLK BLVD # #13,LOS ANGELES,CA,90008,94,A
DOMINOS PIZZA,520 W AVENUE 26 # #B,LOS ANGELES,CA,90065,91,A
QUSQO,11633 SANTA MONICA BLVD,LOS ANGELES,CA,90025,94,A
NOBU LOS ANGELES,903 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,90,A
WETZEL'S PRETZELS,10800 W PICO BLVD # 380,LOS ANGELES,CA,90064,90,A
AMERICAN BUFFET & GRILL,3650 W MARTIN LUTHER KING BLVD STE 287,LOS ANGELES,CA,90008,90,A
MCDONALD'S #7424,11920 WILSHIRE BLVD,LOS ANGELES,CA,90025,90,A
BAMBOO EXPRESS & CHINESE CUISINE,1548 W PICO BLVD,LOS ANGELES,CA,90015,93,A
CONCHITA'S FRUIT,5947 S AVALON BLVD,LOS ANGELES,CA,90003,95,A
JEON JU RESTAURANT &  FOOD WAREHOUSE,2716 W OLYMPIC BLVD STE 101,LOS ANGELES,CA,90006,93,A
NUTRITION FOOD #3,1800 E FIRESTONE BLVD,LOS ANGELES,CA,90001,99,A
OASIS TKOS MEXICAN RESTAURANT,8120 AVALON BLVD,LOS ANGELES,CA,90003,76,C
WIEN DOWNTOWN,1212 S STANFORD AVE STE 101,LOS ANGELES,CA,90021,96,A
7-ELEVEN #34147A,3201 N BROADWAY,LOS ANGELES,CA,90031,94,A
WATER PLANET #1,8213 AVALON BLVD,LOS ANGELES,CA,90003,95,A
MELROSE CAFE & BAKERY,5003 MELROSE AVE,LOS ANGELES,CA,90038,91,A
BURGERIM,5001 MELROSE AVE,LOS ANGELES,CA,90029,97,A
WABA GRILL,726 N WESTERN AVE,LOS ANGELES,CA,90029,97,A
ANITA'S MARKET,333 1/2 E FLORENCE AVE,LOS ANGELES,CA,90003,97,A
CHOICE MEAT MARKET,2716 W OLYMPIC BLVD # 102,LOS ANGELES,CA,90006,97,A
RASPADOS DON MANUEL,1156 S LORENA ST,LOS ANGELES,CA,90023,91,A
VONS MARKET,3461 W 3RD ST,LOS ANGELES,CA,90005,98,A
BREWWELL COFFEE,6515 SUNSET BLVD,LOS ANGELES,CA,90028,94,A
NIGHT MARKET 2,3322 W SUNSET BLVD,LOS ANGELES,CA,90026,93,A
EL PARIAN,1528 W PICO BLVD,LOS ANGELES,CA,90015,95,A
CGV CINEMAS CONCESSION STAND,621 S WESTERN AVE STE 304,LOS ANGELES,CA,90005,95,A
MAMA SHELTER RESTAURANT/BAR,6500 SELMA AVE,LOS ANGELES,CA,90028,91,A
PEPPERDINE CONFERENCE CAFE,6100 CENTER DR # 204,LOS ANGELES,CA,90045,98,A
PANADERA CUSCATLECA,1566 W PICO BLVD,LOS ANGELES,CA,90015,95,A
BOBA SQUARE,621 S WESTERN AVE STE 102,LOS ANGELES,CA,90005,97,A
SALOS MINI MARKET,4225 S HOOPER AVE,LOS ANGELES,CA,90011,95,A
WINCHELL'S DONUT #9339,716 N WESTERN AVE,LOS ANGELES,CA,90029,93,A
FROPLAY,11551 SANTA MONICA BLVD # #1,LOS ANGELES,CA,90025,97,A
TOM'S LIQUOR AND MARKET,1355 W FLORENCE AVE,LOS ANGELES,CA,90044,95,A
PACO'S CANTINA INC,6212 W MANCHESTER AVE,LOS ANGELES,CA,90045,90,A
MICKEY FINE AT FOX PLAZA,2121 AVE OF STARS STE #180,LOS ANGELES,CA,90067,97,A
HONG KONG BAN JUM 0410,2716 W OLYMPIC BLVD STE 107,LOS ANGELES,CA,90006,97,A
SABORES OAXAQENOS RESTAURANT,5028 MELROSE AVE,LOS ANGELES,CA,90038,96,A
CELSO'S DISCOUNT AND WATER,6215 S AVALON BLVD,LOS ANGELES,CA,90003,96,A
LUCY'S DRIVE INC,1568 W PICO BLVD,LOS ANGELES,CA,90015,93,A
AM & PM MINIMARKET,2466 RIVERSIDE DR,LOS ANGELES,CA,90039,91,A
LOS PINITOS NUEVOS BAKERY,1154 S LORENA ST,LOS ANGELES,CA,90023,84,B
I LOVE BOBA,1001 S VERMONT AVE STE #111,LOS ANGELES,CA,90006,87,B
BREAD PAPA'S K-TOWN,621 S WESTERN AVE 103,LOS ANGELES,CA,90005,95,A
LA PRIMERA MEAT MARKET,3425 E 1ST ST STE 123,LOS ANGELES,CA,90063,96,A
MARISCOS EL KORA LE NAYARIT,4863 HUNTINGTON DR N,LOS ANGELES,CA,90032,95,A
K.H. CHINA EXPRESS,5150 HUNTINGTON DR STE 102,LOS ANGELES,CA,90032,93,A
LA NUMERO UNO-PUPUSERIA SALV,1247 N VINE ST,LOS ANGELES,CA,90038,92,A
ANGEL'S 99C STORE,8500 S HOOVER ST,LOS ANGELES,CA,90044,90,A
STARBUCKS #5244,8817 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,97,A
BABY WORLD #2,804 S ALVARADO ST,LOS ANGELES,CA,90057,91,A
CALIFORNIA GRILL RESTAURANT,800 N VIRGIL AVE,LOS ANGELES,CA,90029,93,A
UNO PRODUCE MARKET #5,6655 N FIGUEROA ST,LOS ANGELES,CA,90042,90,A
GOURMET LIQUOR,826 S ALVARADO ST,LOS ANGELES,CA,90057,97,A
WINCHELL'S DONUTS #9103,3023 W FLORENCE AVE,LOS ANGELES,CA,90043,91,A
JONS MARKET,5311 SANTA MONICA BLVD,LOS ANGELES,CA,90029,95,A
HAE JANG CHON KOREAN BBQ RESTAURANT,3821 W 6TH ST,LOS ANGELES,CA,90020,91,A
MID CITY DELI AND GRILL,5504 W PICO BLVD,LOS ANGELES,CA,90019,96,A
AFC SUSHI @ VONS #2655,7311 N FIGUEROA ST,LOS ANGELES,CA,90041,96,A
SUSHI ONE,3905 W 6TH ST,LOS ANGELES,CA,90020,96,A
STARBUCKS COFFEE #14211,8844 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,95,A
ZEN BAKERY (RETAIL),10988 W PICO BLVD,LOS ANGELES,CA,90064,97,A
ASPARAGUS HOLY PIZZA,1809 N CAHUENGA BLVD,LOS ANGELES,CA,90028,94,A
GOLDEN INDIAN GRILL,5954 W PICO BLVD,LOS ANGELES,CA,90035,91,A
