,Restaurant ID,Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
7868,PR0010053,EL MAJAHUAL RESTAURANT,1925 W TEMPLE ST #101,LOS ANGELES,CA,90026,97,A
7869,PR0014685,KABAB HOUSE,5575 W MANCHESTER AVE,LOS ANGELES,CA,90045,93,A
7870,PR0017572,CARL'S JR #87,501 S WESTERN AVE,LOS ANGELES,CA,90020,96,A
7871,PR0018089,PACO'S TACOS,4141 S CENTINELA AVE,LOS ANGELES,CA,90066,90,A
7872,PR0023493,PRESTO DELI,1849 SAWTELLE BLVD,LOS ANGELES,CA,90025,74,C
7873,PR0039578,FROYOLIFE,1924 HILLHURST AVE,LOS ANGELES,CA,90027,95,A
7875,PR0186035,ANS LIQUOR MARKET,4708 S NORMANDIE AVE,LOS ANGELES,CA,90037,96,A
7876,PR0172428,WABA GRILL,3028 N BROADWAY ST,LOS ANGELES,CA,90031,95,A
7877,PR0031998,SAL'S,7356 MELROSE AVE,LOS ANGELES,CA,90046,91,A
7878,PR0010226,TOMPKINS SQUARE BAR & GRILL,8522 LINCOLN BLVD,LOS ANGELES,CA,90045,98,A
7879,PR0126837,EUREST-BAXTER LA,4501 COLORADO BLVD,LOS ANGELES,CA,90039,100,A
7880,PR0002362,FISH GRILL,9618 W PICO BLVD STE #508,LOS ANGELES,CA,90035,93,A
7881,PR0048044,PHORAGE,3300 OVERLAND AVE STE 105,LOS ANGELES,CA,90034,90,A
7884,PR0011816,CHOWKING,2700 COLORADO BLVD STE #125,LOS ANGELES,CA,90041,97,A
7885,PR0007220,MUSSO & FRANK'S GRILL,6667 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,95,A
7886,PR0024523,QUE RICOS,1000 N SOTO ST,LOS ANGELES,CA,90033,93,A
7887,PR0016495,THE VEGAN JOINT,10438 NATIONAL BLVD,LOS ANGELES,CA,90034,95,A
7888,PR0001233,DISCOUNT CLUB #6,5461 N FIGUEROA ST,LOS ANGELES,CA,90042,98,A
7889,PR0164628,LA MORENITA,2620 N BROADWAY,LOS ANGELES,CA,90031,96,A
7890,PR0016172,CAFE ACE,3255 WILSHIRE BLVD STE #112,LOS ANGELES,CA,90010,92,A
7891,PR0197125,ROSSOBLU,1124 S SAN JULIAN ST # A,LOS ANGELES,CA,90015,99,A
7892,PR0148269,MARIA'S MINI MARKET,4730 S NORMANDIE AVE,LOS ANGELES,CA,90037,94,A
7893,PR0035281,WINCHELL'S DONUTS FRANCHISE,1404 W IMPERIAL HWY,LOS ANGELES,CA,90047,90,A
7894,PR0048361,YOSHINOYA #1135,1201 S SOTO ST,LOS ANGELES,CA,90023,97,A
7895,PR0123391,RANCHO MEAT MARKET #1,2910 N BROADWAY,LOS ANGELES,CA,90031,96,A
7897,PR0190723,LAUDREE,189 THE GROVE DR,LOS ANGELES,CA,90036,92,A
7898,PR0169427,BURGER KING # 13331,1202 FIRESTONE BLVD,LOS ANGELES,CA,90001,95,A
7899,PR0173532,LA VEGAN PLACE,4507 S CENTINELA AVE,LOS ANGELES,CA,90066,90,A
7900,PR0009326,JW MARRIOTT LOS ANGELES,900 W OLYMPIC BLVD,LOS ANGELES,CA,90015,96,A
7901,PR0043968,ANDRE'S PIZZA,7038 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,94,A
7902,PR0173694,TOUS LES JOURS,450 S WESTERN AVE # 103,LOS ANGELES,CA,90020,83,B
7903,PR0151169,NORDSTROM,189 THE GROVE DR BLDG #100,LOS ANGELES,CA,90036,90,A
7904,PR0008198,CHIN CHIN CAFE,11740 SAN VICENTE BLVD STE 202,LOS ANGELES,CA,90049,93,A
7905,PR0015549,WALGREENS #07036,5451 W SUNSET BLVD,LOS ANGELES,CA,90027,95,A
7906,PR0019849,FORDS FILLING STATION,900 W OLYMPIC BLVD LBBY LOBBY,LOS ANGELES,CA,90015,90,A
7907,PR0002195,PRONTO FUEL,918 N SOTO ST,LOS ANGELES,CA,90033,96,A
7908,PR0027645,THE COFFEE BEAN & TEA LEAF,6255 W SUNSET BLVD,LOS ANGELES,CA,90028,94,A
7909,PR0007224,FATBURGER,8500 W 3RD ST,LOS ANGELES,CA,90048,91,A
7911,PR0198201,PIZZA MAN 8,5101 W SUNSET BLVD,LOS ANGELES,CA,90027,97,A
7912,PR0008452,AMAY'S BAKERY & NOODLE CO IN,618 NEW HIGH ST,LOS ANGELES,CA,90012,96,A
7913,PR0040520,YEN SUSHI & SAKE BAR,9618 W PICO BLVD STE 509,LOS ANGELES,CA,90035,90,A
7914,PR0024671,KING TACO #108,2904 N BROADWAY,LOS ANGELES,CA,90031,98,A
7915,PR0173693,COFFEE BEAN AND TEA LEAF,450 S WESTERN AVE,LOS ANGELES,CA,90020,98,A
7916,PR0048334,SUBWAY SANDWICHES & SALADS,8502 W 3RD ST,LOS ANGELES,CA,90048,92,A
7917,PR0188100,WING N' FISH,304 ORD ST,LOS ANGELES,CA,90012,96,A
7918,PR0179897,ROSE MARKET LLC,3300 OVERLAND AVE # 107,LOS ANGELES,CA,90034,93,A
7920,PR0027210,CURRY HOUSE,123 ASTRONAUT ELLISON ONIZUKA ST #204,LOS ANGELES,CA,90012,90,A
7922,PR0029316,SUBWAY SANDWICHES & SALADS,8406 LINCOLN BLVD,LOS ANGELES,CA,90045,98,A
7923,PR0122664,DOLLAR DEALS,6039 N FIGUEROA ST,LOS ANGELES,CA,90042,97,A
7924,PR0025583,NAPA VALLEY GRILLE,1100 GLENDON AVE STE 100,LOS ANGELES,CA,90024,92,A
7925,PR0024125,ISLANDS FINE BURGERS & DRINKS,10948 W PICO BLVD,LOS ANGELES,CA,90064,90,A
7926,PR0008830,SOTO MINI MARKET,1010 N SOTO ST,LOS ANGELES,CA,90033,95,A
7927,PR0179677,WAFFLEJACK,6801 HOLLYWOOD BLVD # 307,LOS ANGELES,CA,90028,93,A
7928,PR0146297,KING'S DONUTS,4417 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,90,A
7929,PR0015832,SUBWAY SANDWICHES #28617,3323 WILSHIRE BLVD,LOS ANGELES,CA,90010,94,A
7930,PR0153486,CAFFE BENE,3287 WILSHIRE BLVD STE B,LOS ANGELES,CA,90010,93,A
7933,PR0038196,LITTLE CAESARS #5745,4401 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,95,A
7934,PR0027350,STARBUCKS COFFEE #508,11707 SAN VICENTE BLVD,LOS ANGELES,CA,90049,98,A
7935,PR0005848,PURAN'S RESTAURANT,2064 HILLHURST AVE,LOS ANGELES,CA,90027,93,A
7936,PR0187199,TIKI FISH,3300 OVERLAND AVE # 103,LOS ANGELES,CA,90034,96,A
7937,PR0196946,TACO BELL #33624,3629 S VERMONT AVE,LOS ANGELES,CA,90007,97,A
7938,PR0008370,SUBWAY #13005,1209 S SOTO ST,LOS ANGELES,CA,90023,96,A
7939,PR0198200,TEASHOT,123 ASTRONAUT E. S. ONIZUKA ST,LOS ANGELES,CA,90012,95,A
7940,PR0003748,CALIFORNIA WOK,8520 W 3RD ST,LOS ANGELES,CA,90048,91,A
7941,PR0170454,BETTY'S DINER,2819 N BROADWAY,LOS ANGELES,CA,90031,97,A
7942,PR0027097,MCCALL'S MEAT & FISH CO,2117 HILLHURST AVE,LOS ANGELES,CA,90027,98,A
7943,PR0012035,ESPRESSAMENTE,900 W OLYMPIC BLVD,LOS ANGELES,CA,90015,93,A
7946,PR0045829,VINNY'S PIZZA,8412 LINCOLN BLVD,LOS ANGELES,CA,90045,92,A
7947,PR0188889,C & M CAFE,10640 WOODBINE ST UNIT 103,LOS ANGELES,CA,90034,90,A
7948,PR0026931,BUFFALO WILD WINGS,7060 HOLLYWOOD BLVD # #110,LOS ANGELES,CA,90028,93,A
7950,PR0006429,SUPERIOR GROCERS,3480 S LA BREA AVE,LOS ANGELES,CA,90016,96,A
7951,PR0179180,GLOWING JUICES,1557 ECHO PARK AVE,LOS ANGELES,CA,90026,94,A
7952,PR0198376,TAJ INDIA PALACE,8320 LINCOLN BLVD # 104,LOS ANGELES,CA,90045,93,A
7953,PR0039777,G AND M OIL CO #88,2601 N FIGUEROA ST,LOS ANGELES,CA,90065,97,A
7954,PR0170403,HARTS CAFE,6655 HOLLYWOOD BLVD # 3,LOS ANGELES,CA,90028,96,A
7955,PR0177981,SPROUTS FARMERS MARKET,915 N LA BREA AVE,LOS ANGELES,CA,90038,96,A
7956,PR0045955,STARBUCKS COFFEE #5461,6102 W SUNSET BLVD,LOS ANGELES,CA,90028,95,A
7957,PR0013168,BIG SAVER FOOD,2619 N FIGUEROA ST,LOS ANGELES,CA,90065,96,A
7958,PR0017076,JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,95,A
7959,PR0018025,BIG WANGS,1562 N CAHUENGA BLVD,LOS ANGELES,CA,90028,90,A
7960,PR0009006,BOTANICA SAN SIMON,4400 S MAIN ST STE B,LOS ANGELES,CA,90037,100,A
7961,PR0028826,CHINESE FRIENDS RESTAURANT,984 N BROADWAY,LOS ANGELES,CA,90012,94,A
7962,PR0191529,TAQUERIA TAPATIO,724 N VINE ST,LOS ANGELES,CA,90038,95,A
7964,PR0157671,AFC AT RALPHS#198,9616 W PICO BLVD,LOS ANGELES,CA,90035,98,A
7965,PR0045160,DELEK,2876 S BUNDY DR,LOS ANGELES,CA,90064,98,A
7967,PR0047709,CARNITAS MICHOACAN,1901 N BROADWAY,LOS ANGELES,CA,90031,90,A
7968,PR0009989,JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,96,A
7969,PR0046589,CAFE MERMAID,3353 WILSHIRE BLVD,LOS ANGELES,CA,90010,71,C
7970,PR0013872,EL POLLO LOCO,2201 N BROADWAY,LOS ANGELES,CA,90031,94,A
7971,PR0015740,CAFE HOME,3377 WILSHIRE BLVD STE 109,LOS ANGELES,CA,90010,93,A
7972,PR0013422,CHRONIS FAMOUS SANDWICH SHOP,5825 E WHITTIER BLVD,LOS ANGELES,CA,90022,94,A
7974,PR0016658,TEA STORE,6333 W 3RD ST STE #212,LOS ANGELES,CA,90036,95,A
7975,PR0018700,YXTA COCINA MEXICANA,601 S CENTRAL AVE,LOS ANGELES,CA,90021,96,A
7977,PR0007811,RALPHS MARKET #32,3410 W 3RD ST,LOS ANGELES,CA,90020,97,A
7979,PR0013086,ULYSSES VOYAGE GREEK RESTAURANT,6333 W 3RD ST STE 750,LOS ANGELES,CA,90036,92,A
7981,PR0023232,SPITZ,1725 N HILLHURST AVE,LOS ANGELES,CA,90027,93,A
7982,PR0029575,YABU RESTAURANT,11820 W PICO BLVD,LOS ANGELES,CA,90064,91,A
7983,PR0043320,RALPHS MARKET  #198,9616 W PICO BLVD,LOS ANGELES,CA,90035,95,A
7984,PR0045366,JINGLE DONUTS,1901 S ALAMEDA ST STE 119,LOS ANGELES,CA,90058,91,A
7985,PR0151395,LA PERGOLETTA,1802 HILLHURST AVE,LOS ANGELES,CA,90027,93,A
7986,PR0146848,HONEYMEE,3377 WILSHIRE BLVD 116,LOS ANGELES,CA,90010,93,A
7987,PR0024705,PHO BROADWAY,942 N BROADWAY STE #102,LOS ANGELES,CA,90012,91,A
7988,PR0169842,PERFECT PITA,6319 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,92,A
7989,PR0032883,JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,95,A
7992,PR0009048,FISHERMAN'S OUTLET RESTAURAN,529 S CENTRAL AVE,LOS ANGELES,CA,90013,96,A
7994,PR0045153,ROBERTINO CUCINA,815 N EL CENTRO AVE,LOS ANGELES,CA,90038,86,B
7995,PR0044395,LA PLAYITA,2200 N BROADWAY,LOS ANGELES,CA,90031,93,A
7996,PR0019296,FISHERMAN'S OUTLET,529 S CENTRAL AVE,LOS ANGELES,CA,90013,96,A
7997,PR0045306,EL RANCHO MARKET,960 N VINE ST,LOS ANGELES,CA,90038,91,A
7998,PR0041701,HOME RESTAURANT,1760 N HILLHURST AVE,LOS ANGELES,CA,90027,90,A
7999,PR0047158,CVS/PHARMACY #5828,1001 WESTWOOD BLVD,LOS ANGELES,CA,90024,94,A
8000,PR0025287,CATCH 21 DOWNTOWN,441 S CENTRAL AVE,LOS ANGELES,CA,90013,90,A
8001,PR0021815,RALPHS MARKET  #198,9616 W PICO BLVD,LOS ANGELES,CA,90035,98,A
8003,PR0177940,SUSHI OF GARI,6201 HOLLYWOOD BLVD # 118,LOS ANGELES,CA,90028,95,A
8004,PR0188022,NERI'S BAKERY & FAST FOOD,3377 WILSHIRE BLVD # A1,LOS ANGELES,CA,90010,91,A
8005,PR0130650,LA'S BEST DELI AND CAFE,605 S CENTRAL AVE,LOS ANGELES,CA,90021,90,A
8006,PR0027361,CABO CANTINA,6669 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,82,B
8007,PR0153730,ACCOMPLICE BAR/LITTLE FATTY,3809 GRAND VIEW BLVD,LOS ANGELES,CA,90066,91,A
8008,PR0016546,SUPER PANDA CHINA BUFFET,6300 YORK BLVD,LOS ANGELES,CA,90042,90,A
8009,PR0151987,GRAND VIEW MARKET,12210 VENICE BLVD,LOS ANGELES,CA,90066,94,A
8010,PR0039370,TONY'S BURGER #4,2115 S CENTRAL AVE,LOS ANGELES,CA,90011,95,A
8011,PR0156823,RALPHS MARKET  #198,9616 W PICO BLVD,LOS ANGELES,CA,90035,99,A
8012,PR0167713,CRE8,6654 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,94,A
8013,PR0028439,WESTWOOD PIZZERIA,10974 LE CONTE AVE,LOS ANGELES,CA,90024,90,A
8014,PR0198131,LAS DELICIAS BAKERY II,5101 S FIGUEROA ST,LOS ANGELES,CA,90037,98,A
8015,PR0004130,WETZEL'S PRETZELS,6922 HOLLYWOOD BLVD STE #107,LOS ANGELES,CA,90028,90,A
8016,PR0006731,KREATION ABBOT,1202 ABBOT KINNEY BLVD,LOS ANGELES,CA,90291,92,A
8017,PR0017505,SAL'S PRODUCE MARKET,4211 E OLYMPIC BLVD,LOS ANGELES,CA,90023,95,A
8018,PR0036064,SEPI'S GIANT SUBMARINES,10968 LE CONTE AVE,LOS ANGELES,CA,90024,94,A
8019,PR0161380,JENI'S SPLENDID ICE CREAM,1954 HILLHURST AVE,LOS ANGELES,CA,90027,97,A
8020,PR0043457,NATALEE THAI,10101 VENICE BLVD,LOS ANGELES,CA,90034,91,A
8022,PR0174730,CLIFTON'S CAFETERIA,648 S BROADWAY,LOS ANGELES,CA,90014,94,A
8024,PR0174679,CLIFTON'S CAFETERIA,648 S BROADWAY,LOS ANGELES,CA,90014,93,A
8025,PR0174723,CLIFTON'S CAFETERIA,648 S BROADWAY,LOS ANGELES,CA,90014,94,A
8026,PR0174729,CLIFTON'S CAFETERIA,648 S BROADWAY,LOS ANGELES,CA,90014,95,A
8027,PR0016947,LAX MARRIOTT CHAMPIONS,5855 W CENTURY BLVD,LOS ANGELES,CA,90045,96,A
8028,PR0021322,SAM'S DONUT FACTORY,4834 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,92,A
8030,PR0007156,CHURROS CALIENTES,11521 SANTA MONICA BLVD,LOS ANGELES,CA,90025,95,A
8031,PR0032965,THE PLAZA MARKET,928 S WESTERN AVE #100,LOS ANGELES,CA,90006,98,A
8033,PR0035255,ROYAL THEATRE,11523 SANTA MONICA BLVD,LOS ANGELES,CA,90025,97,A
8034,PR0002718,BROOKLYN PIZZA AND PASTA,9228 W PICO BLVD,LOS ANGELES,CA,90035,72,C
8035,PR0014088,VONS MARKET #2270,4030 S CENTINELA AVE,LOS ANGELES,CA,90066,90,A
8036,PR0198069,JERSEY MIKE'S,11901 W OLYMPIC BLVD,LOS ANGELES,CA,90064,99,A
8037,PR0020120,NUESTRO DIVINO SALVADOR,5816 YORK BLVD,LOS ANGELES,CA,90042,97,A
8038,PR0188133,JANE'S CAFE,5830 YORK BLVD,LOS ANGELES,CA,90042,93,A
8040,PR0023658,GALCO'S OLD WORLD GROCERY,5702 YORK BLVD,LOS ANGELES,CA,90042,97,A
8041,PR0197810,BAB HANKKI ONE BITE,928 S WESTERN AVE # 139,LOS ANGELES,CA,90006,90,A
8042,PR0008286,MIXT GREENS,350 S GRAND AVE STE D-6,LOS ANGELES,CA,90071,92,A
8043,PR0173731,COLBURN CAFE BON APPETIT,200 S GRAND AVE,LOS ANGELES,CA,90012,93,A
8044,PR0152818,UCBTLA CAFE,5419 W SUNSET BLVD,LOS ANGELES,CA,90027,96,A
8045,PR0043841,THE COFFEE BEAN & TEA LEAF,11913 W OLYMPIC BLVD,LOS ANGELES,CA,90064,100,A
8046,PR0023657,ARA'S PASTRY,4945 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,93,A
8047,PR0017547,JACK IN THE BOX #354,6250 YORK BLVD,LOS ANGELES,CA,90042,90,A
8048,PR0188606,ACE SUSHI @ VONS,4030 S CENTINELA AVE,LOS ANGELES,CA,90066,92,A
8049,PR0003476,911 FOOD MARKET,11909 W PICO BLVD,LOS ANGELES,CA,90064,98,A
8050,PR0019901,SCHWARTZ BAKERY,8622 W PICO BLVD,LOS ANGELES,CA,90035,91,A
8051,PR0018420,H SALT ESQUIRE FISH & CHIPS,4732 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,90,A
8053,PR0189816,YOSHINOYA,2215 S VERMONT AVE # 106,LOS ANGELES,CA,90007,97,A
8054,PR0045090,STARRUCKS/COFFEE-LAX MARRIOT,5855 W CENTURY BLVD,LOS ANGELES,CA,90045,98,A
8055,PR0017286,SUPERIOR SUPER WAREHOUSE,8811 S WESTERN AVE,LOS ANGELES,CA,90047,97,A
8056,PR0045457,SUPERIOR SUPER WAREHOUSE,8811 S WESTERN AVE,LOS ANGELES,CA,90047,99,A
8057,PR0188704,PHO SAIGON PEARL,519 S FAIRFAX AVE,LOS ANGELES,CA,90036,90,A
8059,PR0016697,SUPERIOR SUPER WAREHOUSE,8811 S WESTERN AVE,LOS ANGELES,CA,90047,98,A
8061,PR0009386,SUPERIOR SUPER WAREHOUSE,8811 S WESTERN AVE,LOS ANGELES,CA,90047,99,A
8062,PR0040163,THE PLAZA MARKET DELI,928 S WESTERN AVE STE #100,LOS ANGELES,CA,90006,97,A
8063,PR0024898,LAX MARRIOTT CHAMPIONS,5855 W CENTURY BLVD,LOS ANGELES,CA,90045,99,A
8064,PR0014736,99 CENTS ONLY STORE #041,6121 W WILSHIRE BLVD,LOS ANGELES,CA,90048,90,A
8066,PR0193643,GLOBAL THEATER,740 S BROADWAY AVE,LOS ANGELES,CA,90014,95,A
8068,PR0144453,ROCK N ROLL SUSHI,8000 W SUNSET BLVD A-202,LOS ANGELES,CA,90046,90,A
8069,PR0122933,HU'S  RESTAURANT,10450 NATIONAL BLVD,LOS ANGELES,CA,90034,98,A
8070,PR0004766,ART'S 76,5890 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,95,A
8071,PR0007188,THE COFFEE BEAN & TEA LEAF,2081 HILLHURST AVE,LOS ANGELES,CA,90027,97,A
8073,PR0043914,L & S PETROLEUM INC,1403 W ADAMS BLVD,LOS ANGELES,CA,90007,97,A
8074,PR0158047,RUDY'S BAKERY,1918 E NADEAU ST,LOS ANGELES,CA,90001,95,A
8075,PR0035737,CARL'S JR #7372,5633 E WHITTIER BLVD,LOS ANGELES,CA,90022,93,A
8076,PR0047622,EL NOPAL,10426 NATIONAL BLVD,LOS ANGELES,CA,90034,96,A
8077,PR0167754,ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,96,A
8078,PR0175099,CHAMPAGNE FRENCH BAKERY,11709 NATIONAL BLVD,LOS ANGELES,CA,90064,90,A
8079,PR0168888,BOL,300 S SANTA FE AVE # Q,LOS ANGELES,CA,90012,93,A
8080,PR0045702,SEOUL HOUSE OF TOFU,2101 SAWTELLE BLVD,LOS ANGELES,CA,90025,90,A
8083,PR0181125,BULLET PROOF COFFEE,300 S SANTA FE AVE STE D,LOS ANGELES,CA,90013,94,A
8084,PR0033629,SUBWAY,6051 HOLLYWOOD BLVD STE 102,LOS ANGELES,CA,90028,97,A
8086,PR0121331,C JANG MARKET,570 N FIGUEROA ST,LOS ANGELES,CA,90012,93,A
8087,PR0019117,KFC #126,5811 E WHITTIER BLVD,LOS ANGELES,CA,90022,96,A
8088,PR0177034,SCARLETT DISCOUNT MINI STORE,2636 E 1ST ST,LOS ANGELES,CA,90033,92,A
8089,PR0198111,STARBUCKS COFFEE #24933,1277 N WESTERN AVE,LOS ANGELES,CA,90029,99,A
8090,PR0190060,FARIDA,6266 W SUNSET BLVD,LOS ANGELES,CA,90028,95,A
8091,PR0035048,HUDSON NEWS,700 WORLD WAY # 7E,LOS ANGELES,CA,90045,99,A
8092,PR0010314,R-RANCH MARKET,5212 W ADAMS BLVD,LOS ANGELES,CA,90016,93,A
8093,PR0191526,COCOBELLA CREAMERY LLC,1253 N VINE ST # 12,LOS ANGELES,CA,90038,96,A
8094,PR0034989,SUNSET JUNCTION COFFEE SHOP,3916 W SUNSET BLVD,LOS ANGELES,CA,90029,90,A
8095,PR0008980,LIQUOR TO GO GO,5901 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,93,A
8096,PR0188982,NY CRUST,5421 SANTA MONICA BLVD # C,LOS ANGELES,CA,90029,91,A
8097,PR0164073,EL TORITO MEAT MARKET,2200 S CENTRAL AVE,LOS ANGELES,CA,90011,91,A
8098,PR0035149,MILK,7290 BEVERLY BLVD,LOS ANGELES,CA,90036,91,A
8099,PR0198149,SPL. COFFEE,4059 W 3RD ST,LOS ANGELES,CA,90020,95,A
8101,PR0001674,OH! RESTAURANT AND BAR,819 S FLOWER ST,LOS ANGELES,CA,90017,90,A
8103,PR0153222,QIN WEST CHINESE CUISINE,1767 WESTWOOD BLVD,LOS ANGELES,CA,90024,85,B
8104,PR0193642,GLOBAL THEATER,740 S BROADWAY AVE,LOS ANGELES,CA,90014,92,A
8105,PR0040257,NADEAU CAFE,1880 NADEAU ST,LOS ANGELES,CA,90001,94,A
8106,PR0194443,CHIPOTLE,11711 NATIONAL BLVD,LOS ANGELES,CA,90064,97,A
8107,PR0002829,ALBERTSON'S #387,2035 HILLHURST AVE,LOS ANGELES,CA,90027,96,A
8108,PR0027185,JACK IN THE BOX # 290,2511 S VERMONT AVE,LOS ANGELES,CA,90007,92,A
8109,PR0002210,SIZZLER USA RESTAURANTS INC,5856 W MANCHESTER AVE,LOS ANGELES,CA,90045,97,A
8110,PR0043773,THAI FRESH CAFE,1771 WESTWOOD BLVD,LOS ANGELES,CA,90024,92,A
8111,PR0048350,NEW FLAVORS,4135 S CENTINELA AVE,LOS ANGELES,CA,90066,64,C
8112,PR0047555,THE COFFEE BEAN & TEA LEAF,950 WESTWOOD BLVD,LOS ANGELES,CA,90024,90,A
8113,PR0023372,DUTY FREE #710,700 WORLD WAY,LOS ANGELES,CA,90045,100,A
8114,PR0003396,JINO'S PARS,5844 W MANCHESTER AVE,LOS ANGELES,CA,90045,95,A
8115,PR0146952,HYDE BASEMENT KITCHEN & COCKTAIL,8117 W SUNSET BLVD,LOS ANGELES,CA,90046,92,A
8116,PR0198195,STATION FOOD MARKET,6601 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,93,A
8119,PR0042896,MCDONALD'S #10794,5450 W SUNSET BLVD,LOS ANGELES,CA,90027,93,A
8120,PR0161168,CAFE GRATITUDE,300 S SANTA FE AVE # A,LOS ANGELES,CA,90013,94,A
8121,PR0197435,EASTSIDE MARKET LLC,1013 ALPINE ST,LOS ANGELES,CA,90012,100,A
8123,PR0024474,INSOMNIA,7286 BEVERLY BLVD,LOS ANGELES,CA,90036,97,A
8124,PR0186718,SAMURAI SUSHI AND TERIYAKI,1260 S SOTO ST STE 6,LOS ANGELES,CA,90023,94,A
8125,PR0008553,BIG BEAR MARKET,2600 E 1ST ST,LOS ANGELES,CA,90033,94,A
8126,PR0045247,VONS MARKET #2665,4520 W SUNSET BLVD,LOS ANGELES,CA,90027,90,A
8127,PR0019192,MCKAY'S,3540 S FIGUEROA ST,LOS ANGELES,CA,90007,95,A
8128,PR0123005,DOMINO'S PIZZA,1379 W SUNSET BLVD,LOS ANGELES,CA,90026,92,A
8129,PR0029370,MERCADO DON JUAN #2,2100 E NADEAU ST,LOS ANGELES,CA,90001,92,A
8130,PR0003015,LASSEN'S HEALTH FOODS,2080 HILLHURST AVE,LOS ANGELES,CA,90027,96,A
8131,PR0167757,ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,95,A
8132,PR0000160,THE LAB,3500 S FIGUEROA ST,LOS ANGELES,CA,90007,95,A
8135,PR0034292,UMAMI CATESEN,852 S BROADWAY,LOS ANGELES,CA,90014,93,A
8136,PR0011282,DOMINO'S PIZZA #8131,6051 HOLLYWOOD BLVD STE 106,LOS ANGELES,CA,90028,95,A
8137,PR0179829,STARBUCKS,600 WORLD WAY # 681,LOS ANGELES,CA,90045,96,A
8138,PR0030447,FOOD 4 LESS #362,5420 W SUNSET BLVD,LOS ANGELES,CA,90027,99,A
8139,PR0156079,PRIME PIZZA,446 N FAIRFAX AVE,LOS ANGELES,CA,90036,91,A
8140,PR0012410,ZUMA KITCHEN,1942 WESTWOOD BLVD,LOS ANGELES,CA,90025,90,A
8141,PR0151940,ROBERTS MARKET,5744 W MANCHESTER BLVD,LOS ANGELES,CA,90045,94,A
8142,PR0034195,BASKIN ROBBINS # 3156,2700 E 1ST ST,LOS ANGELES,CA,90033,91,A
8143,PR0198345,CRAFTED DONUTS,3959 WILSHIRE BLVD STE B1,LOS ANGELES,CA,90010,93,A
8144,PR0004872,EL POLLO LOCO #5479,11870 SANTA MONICA BLVD STE #112,LOS ANGELES,CA,90025,98,A
8145,PR0040940,JUICE BAR,2080 HILLHURST AVE,LOS ANGELES,CA,90027,92,A
8147,PR0012411,CIELITO LINDO MEAT MARKET,7900 S COMPTON AVE,LOS ANGELES,CA,90001,93,A
8148,PR0036873,OLYMPIC DONUT #11 (PK DONUTS),3771 E 1ST ST,LOS ANGELES,CA,90063,83,B
8149,PR0127501,SUPERIOR NUT INC,5200 VALLEY BLVD,LOS ANGELES,CA,90032,93,A
8150,PR0040775,NOAH'S NEW YORK BAGELS #2154,10910 LINDBROOK DR,LOS ANGELES,CA,90024,90,A
8151,PR0037928,THE COOP,10006 NATIONAL BLVD,LOS ANGELES,CA,90034,92,A
8152,PR0187881,PARIS BAGUETTE,3470 W 6TH ST # 4,LOS ANGELES,CA,90020,90,A
8153,PR0181141,SLICE TRUCK,1523 S BUNDY DR,LOS ANGELES,CA,90025,96,A
8154,PR0189566,THE W PIZZA SPACE #660,600 WORLD WAY,LOS ANGELES,CA,90045,94,A
8155,PR0003100,SUBWAY # 42059,8565 S BROADWAY # #2,LOS ANGELES,CA,90003,98,A
8156,PR0012771,ARDMORE LIQUOR,4056 W 3RD ST,LOS ANGELES,CA,90020,90,A
8157,PR0002163,VONS MARKET #2100,9860 NATIONAL BLVD,LOS ANGELES,CA,90034,96,A
8159,PR0189199,GELSON'S MARKET,2725 HYPERION AVE,LOS ANGELES,CA,90027,100,A
8160,PR0119973,SUBWAY #1972,1165 WESTWOOD BLVD,LOS ANGELES,CA,90024,98,A
8161,PR0032593,VIKTOR BENES CONTINENTAL BAK,2725 HYPERION AVE,LOS ANGELES,CA,90027,97,A
8162,PR0194195,MIXED COMPANY,3903 W SUNSET BLVD,LOS ANGELES,CA,90029,90,A
8163,PR0030667,3 MIN MINI MARKET,8861 S BROADWAY,LOS ANGELES,CA,90003,96,A
8164,PR0180936,WHOLE FOODS365,2520 GLENDALE BLVD,LOS ANGELES,CA,90039,95,A
