,Restaurant ID,Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
3929,PR0177804,MAYA MINI MARKET,1481 W ADAMS BLVD,LOS ANGELES,CA,90007,98,A
3930,PR0127613,LA ADELITA FOODS,1000 E WASHINGTON BLVD STE 108,LOS ANGELES,CA,90021,90,A
3931,PR0122615,LA NUEVA FLOR BLANCO SALVADORENA GRILL Y MARISCOS,4271 BEVERLY BLVD,LOS ANGELES,CA,90004,92,A
3932,PR0001097,KIM HUNG BAKERY,959 N BROADWAY,LOS ANGELES,CA,90012,97,A
3933,PR0199350,HOLBOX,3655 S GRAND AVE # C9,LOS ANGELES,CA,90007,98,A
3934,PR0196646,COSA BUONA,2100 W SUNSET BLVD,LOS ANGELES,CA,90026,92,A
3935,PR0038568,LA CREME CAFE,7376 MELROSE AVE,LOS ANGELES,CA,90046,94,A
3936,PR0020361,WONDER FOOD BAKERY,943 N BROADWAY STE 101,LOS ANGELES,CA,90012,96,A
3937,PR0037870,RALPHS MARKET #185,5245 W CENTINELA AVE,LOS ANGELES,CA,90054,98,A
3938,PR0008140,FOSTERS FREEZE #107,2760 FLETCHER DR,LOS ANGELES,CA,90039,96,A
3939,PR0000679,BOBO'S HAMBURGERS,1220 FIRESTONE BLVD,LOS ANGELES,CA,90001,98,A
3940,PR0014365,CIMARRON MARKET,2679 CIMARRON ST,LOS ANGELES,CA,90018,98,A
3941,PR0036827,GUELAGUETZA,3014 W OLYMPIC BLVD,LOS ANGELES,CA,90006,90,A
3942,PR0012972,WESTERN BAGEL TOO,11628 SANTA MONICA BLVD STE #12,LOS ANGELES,CA,90025,91,A
3943,PR0200375,PURGATORY PIZZA,1326 E 1ST ST,LOS ANGELES,CA,90033,94,A
3944,PR0032485,POLLO CAMPERO,1605 W OLYMPIC BLVD # 120,LOS ANGELES,CA,90015,95,A
3945,PR0018608,YOUNG KING CHINESE RESTAURANT,3100 W OLYMPIC BLVD,LOS ANGELES,CA,90006,91,A
3946,PR0010691,CAROUSSEL,5112 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,97,A
3947,PR0169370,BANGKOK GRILL,2770 FLETCHER DR,LOS ANGELES,CA,90039,87,B
3948,PR0187071,OTIS COLLEGE,9030 S LOYOLA BLVD,LOS ANGELES,CA,90045,92,A
3949,PR0026341,AMAPOLA DELI & MARKET,7223 S COMPTON AVE,LOS ANGELES,CA,90001,90,A
3951,PR0156786,DELICIOUS PIZZA,5413 W ADAMS BLVD,LOS ANGELES,CA,90016,90,A
3952,PR0128969,URTH CAFFE,451 S NEWITT ST,LOS ANGELES,CA,90013,91,A
3953,PR0181264,BOYS BURGERS NO.1,1774 E FLORENCE AVE,LOS ANGELES,CA,90001,92,A
3954,PR0017564,MEXICAN VILLAGE RESTAURANT,3668 W BEVERLY BLVD,LOS ANGELES,CA,90004,92,A
3955,PR0033903,RALPHS MARKET #185,5245 W CENTINELA AVE,LOS ANGELES,CA,90054,96,A
3956,PR0023983,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,95,A
3957,PR0043753,FOOD FAIR BY DIEGO,7825 BEVERLY BLVD,LOS ANGELES,CA,90036,90,A
3958,PR0025415,RANDOLPHS SMOKE HOUSE,8472 S CENTRAL AVE,LOS ANGELES,CA,90001,98,A
3959,PR0021575,TOM'S #5,4497 W PICO BLVD,LOS ANGELES,CA,90019,93,A
3960,PR0169015,WHICH WICH,2212 SAWTELLE BLVD,LOS ANGELES,CA,90064,92,A
3961,PR0170065,JERSEY MIKE'S SUB,801 S HOPE ST STE C,LOS ANGELES,CA,90017,97,A
3962,PR0012788,AMAPOLA DELI & MARKET,7223 S COMPTON AVE,LOS ANGELES,CA,90001,90,A
3963,PR0036688,THE COFFEE BEAN & TEA LEAF,6922 HOLLYWOOD BLVD STE #103,LOS ANGELES,CA,90028,93,A
3964,PR0001438,BIRRIERIA TLAQUEPAQUE #2,1734 E FLORENCE AVE,LOS ANGELES,CA,90001,90,A
3965,PR0009664,LA TAQUIZA,3009 S FIGUEROA ST,LOS ANGELES,CA,90007,93,A
3967,PR0190784,PRANK BAR,1100 S HOPE ST,LOS ANGELES,CA,90015,100,A
3968,PR0007655,JAR,8225 BEVERLY BLVD,LOS ANGELES,CA,90048,90,A
3969,PR0151822,FUKUROU JAPANESE CUISINE,5103 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,93,A
3970,PR0017350,HONG KONG EXPRESS,3330 W FLORENCE AVE # B,LOS ANGELES,CA,90043,93,A
3971,PR0035686,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,93,A
3972,PR0034496,S.G. HERCULES BURGERS #2,6225 S BROADWAY,LOS ANGELES,CA,90003,90,A
3973,PR0172001,DONUTS USA,11624 VENICE BLVD,LOS ANGELES,CA,90066,90,A
3974,PR0179830,CHINA KITCHEN,4511 W PICO BLVD,LOS ANGELES,CA,90019,92,A
3975,PR0188004,EL BUEN GUSTO RESTAURANT INC,2829 FLETCHER DR,LOS ANGELES,CA,90039,92,A
3976,PR0020130,G&M OIL #99,12726 S WESTERN AVE,LOS ANGELES,CA,90049,98,A
3977,PR0001900,WIRTSHAUS,345 N LA BREA AVE # #101-,LOS ANGELES,CA,90036,90,A
3978,PR0046461,PANADERIA Y RESTAURANTE SALV,1901 W PICO BLVD,LOS ANGELES,CA,90006,90,A
3979,PR0041197,CORNER CAFE,301 E 7TH ST,LOS ANGELES,CA,90014,90,A
3980,PR0123363,ANDRE OD TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,LOS ANGELES,CA,90036,98,A
3981,PR0187070,OTIS COLLEGE,9030 S LOYOLA BLVD,LOS ANGELES,CA,90045,90,A
3982,PR0026642,SWADESH MARKET,4153 W 3RD ST,LOS ANGELES,CA,90020,90,A
3983,PR0027521,THE VEGGIE GRILL INC.,110 S FAIRFAX AVE STE A-16,LOS ANGELES,CA,90036,93,A
3984,PR0045659,FOOD 4 LESS #381,1717 S WESTERN AVE,LOS ANGELES,CA,90006,95,A
3986,PR0196523,MR. BOBA,3805 W 6TH ST,LOS ANGELES,CA,90020,90,A
3987,PR0018082,YOSHINOYA BEEF BOWL,2850 CRENSHAW BLVD # #C,LOS ANGELES,CA,90016,99,A
3988,PR0025955,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,96,A
3989,PR0197957,LA UNION,1217 WALL ST STE 6,LOS ANGELES,CA,90015,92,A
3990,PR0198600,TACOS VIRGINIA,4081 E WHITTIER BLVD,LOS ANGELES,CA,90023,91,A
3991,PR0027125,DISCOTECA LICORERIA LA MEXIC,4515 INGLEWOOD BLVD,LOS ANGELES,CA,90066,97,A
3992,PR0147093,EL HUERO,3000 S FIGUEROA ST,LOS ANGELES,CA,90007,95,A
3993,PR0021398,RALPHS MARKET #185,5245 W CENTINELA AVE,LOS ANGELES,CA,90054,92,A
3994,PR0123364,ANDRE OF TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,LOS ANGELES,CA,90036,96,A
3995,PR0022411,PASTA ROMA,2827 S FIGUEROA ST,LOS ANGELES,CA,90007,90,A
3996,PR0168682,EL CAPITAN FISH MKT INC.,4501 ALAMEDA ST # P-4,LOS ANGELES,CA,90058,96,A
3997,PR0189488,PASEO SAN MIGUEL SALVADORAN CUISINE,6051 S VERMONT AVE,LOS ANGELES,CA,90044,92,A
3998,PR0007573,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,94,A
3999,PR0005419,SWADESH MARKET,4153 W 3RD ST,LOS ANGELES,CA,90020,90,A
4000,PR0035955,BODHI BOWL,645 W 9TH ST STE #107,LOS ANGELES,CA,90015,92,A
4001,PR0047247,RODEO MEXICAN GRILL #2,1721 W OLYMPIC BLVD,LOS ANGELES,CA,90015,93,A
4002,PR0191418,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,4614 AVALON BLVD,LOS ANGELES,CA,90011,94,A
4004,PR0029243,HAKATA RAMEN SHIN SEN GUMI,132 S CENTRAL AVE,LOS ANGELES,CA,90012,94,A
4005,PR0198838,OLYMPIC CAFE,1300 W OLYMPIC BLVD # 102A,LOS ANGELES,CA,90015,94,A
4006,PR0010859,LONG'S MARKET,4876 W ADAMS BLVD,LOS ANGELES,CA,90016,94,A
4007,PR0193408,NORTHERN CAFE,8459 BEVERLY BLVD,LOS ANGELES,CA,90048,92,A
4008,PR0176962,MYUNG IN DUMPLINGS,3109 W OLYMPIC BLVD STE B,LOS ANGELES,CA,90006,93,A
4009,PR0016701,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,92,A
4010,PR0041476,RAIN,685 S HOOVER ST,LOS ANGELES,CA,90005,93,A
4011,PR0032695,AFC SUSHI@RALPHS#185,5245 W CENTINELA AVE,LOS ANGELES,CA,90045,99,A
4012,PR0013383,HAM HUNG RESTAURANT,3109 W OLYMPIC BLVD STE #A,LOS ANGELES,CA,90006,94,A
4013,PR0016933,J - N - J  BURGER SHACK,5754 W ADAMS BLVD,LOS ANGELES,CA,90016,90,A
4014,PR0003833,NANCY'S BAKERY,12617 W WASHINGTON BLVD,LOS ANGELES,CA,90066,90,A
4015,PR0001428,RALPHS MARKET #185,5245 W CENTINELA AVE,LOS ANGELES,CA,90054,98,A
4016,PR0143478,EL BUCA,4501 S ALAMEDA ST,LOS ANGELES,CA,90058,94,A
4017,PR0008204,DAILY DONUTS HOUSE,1905 S WESTERN AVE STE #20,LOS ANGELES,CA,90018,90,A
4018,PR0144497,JANG GA NE RESTAURANT,3003 W OLYMPIC BLVD 103,LOS ANGELES,CA,90006,95,A
4020,PR0020460,YOGURTLAND LADERA HEIGHTS,5375 W CENTINELA AVE # B,LOS ANGELES,CA,90045,95,A
4021,PR0008530,OLYNPIAN BURGERS,2701 S VERMONT AVE,LOS ANGELES,CA,90007,97,A
4022,PR0009134,DRUZUBA MEAT MARKET,5222 W SUNSET BLVD # #A,LOS ANGELES,CA,90027,91,A
4023,PR0036881,BROTHERS BBQ,7725 CRENSHAW BLVD,LOS ANGELES,CA,90043,90,A
4025,PR0179802,FRANCO ON MELROSE,6919 MELROSE AVE,LOS ANGELES,CA,90038,90,A
4026,PR0019961,GAM JA GOL,3003 W OLYMPIC BLVD STE #107,LOS ANGELES,CA,90005,94,A
4027,PR0002895,NUMERO UNO RANCHO MARKET #6,4225 MONTCLAIR ST,LOS ANGELES,CA,90018,96,A
4028,PR0048057,MEDITERRANEAN TRIANGLE,4917 N EAGLE ROCK BLVD,LOS ANGELES,CA,90041,93,A
4029,PR0120944,THE MORRISON,3179 LOS FELIZ BLVD,LOS ANGELES,CA,90039,95,A
4030,PR0018833,YARD HOUSE,800 W OLYMPIC BLVD,LOS ANGELES,CA,90015,90,A
4031,PR0186999,PUPUSERIA JUTIAPA,5701 S VERMONT AVE,LOS ANGELES,CA,90037,91,A
4032,PR0036211,JIM DANDY FRIED CHICKEN,11328 VERMONT AVE,LOS ANGELES,CA,90044,92,A
4033,PR0009661,ARASHI SUSHI,1111 S HOPE ST # #100,LOS ANGELES,CA,90015,93,A
4034,PR0015016,BABA GHANOOJ,7169 BEVERLY BLVD,LOS ANGELES,CA,90036,90,A
4035,PR0007434,SIMPLY SALAD,645 W 9TH ST 106,LOS ANGELES,CA,90015,92,A
4036,PR0193029,HONG KONG BOWL,1632 FIRESTONE BLVD,LOS ANGELES,CA,90001,92,A
4037,PR0020867,VIZTANGO CAFE,3017 S FIGUEROA ST,LOS ANGELES,CA,90007,93,A
4038,PR0002574,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,94,A
4039,PR0024815,WHISPER LOUNGE,189 THE GROVE DR STE F90-B,LOS ANGELES,CA,90036,91,A
4040,PR0000816,MIMI'S CAFE,2925 LOS FELIZ BLVD,LOS ANGELES,CA,90039,93,A
4041,PR0021180,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,100,A
4042,PR0029385,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,91,A
4043,PR0180788,TEN TEN YU RAMEN,2012 SAWTELLE BLVD,LOS ANGELES,CA,90025,90,A
4044,PR0041540,LA POBLANITA,3051 W 7TH ST,LOS ANGELES,CA,90005,94,A
4045,PR0018356,GARAM,600 N VERMONT AVE,LOS ANGELES,CA,90004,90,A
4046,PR0153475,GALLARDO'S TACO,1501 FIRESTONE BLVD,LOS ANGELES,CA,90001,98,A
4047,PR0015445,STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,94,A
4048,PR0004422,KMART,6310 W 3RD ST,LOS ANGELES,CA,90036,98,A
4049,PR0192891,CHINESE EXPRESS,4400 S BROADWAY STE 101,LOS ANGELES,CA,90037,91,A
4050,PR0121404,IMPROV COMEDY LAB BAR,8156 MELROSE AVE,LOS ANGELES,CA,90046,94,A
4051,PR0188047,KING DONUTS & HONG KONG EXPRESS,1957 E FLORENCE AVE,LOS ANGELES,CA,90001,96,A
4052,PR0012033,TODO'S MARKET,1801 E FLORENCE AVE,LOS ANGELES,CA,90001,91,A
4053,PR0033886,GLORIA'S CAFE,10227 VENICE BLVD,LOS ANGELES,CA,90034,95,A
4054,PR0128494,CREATIVE ARTISTS AGENCY,2000 AVENUE OF THE STARS,LOS ANGELES,CA,90067,96,A
4055,PR0007478,HANNA'S SHELL SERVICE,1410 SOTO ST,LOS ANGELES,CA,90023,93,A
4056,PR0041041,KAVITA GROCERIES,10201 VENICE BLVD,LOS ANGELES,CA,90034,93,A
4057,PR0200501,BBQ + RICE,7363 W SUNSET BLVD,LOS ANGELES,CA,90046,94,A
4058,PR0200330,CHINA EXPRESS,8522 S WESTERN AVE # B,LOS ANGELES,CA,90047,91,A
4059,PR0177746,MAYA'S RESTAURANT,3900 WILSHIRE BLVD,LOS ANGELES,CA,90010,95,A
4060,PR0200502,JERUSALEM RESTAURANT & HOOKAH LOUNGE,3909 BEVERLY BLVD,LOS ANGELES,CA,90004,90,A
4061,PR0022026,LE CHATEAU WINE & SPIRITS,6252 WILSHIRE BLVD,LOS ANGELES,CA,90048,98,A
4062,PR0181695,SUR LA TABLE,1000 WESTWOOD,LOS ANGELES,CA,90024,99,A
4063,PR0148120,LOS CUNADOS,6300 S MAIN ST,LOS ANGELES,CA,90003,81,B
4064,PR0147652,BURRITO KING,2109 W SUNSET BLVD,LOS ANGELES,CA,90026,99,A
4065,PR0016344,AA CHINESE EXPRESS FAST FOOD,5101 S AVALON BLVD,LOS ANGELES,CA,90011,93,A
4066,PR0199432,MARINATE,5009 MELROSE AVE,LOS ANGELES,CA,90038,95,A
4067,PR0001662,ILOBASCO RESTAURANT,455 W FLORENCE AVE E,LOS ANGELES,CA,90003,91,A
4068,PR0199654,GON JI AM,4653 1/2 W BEVERLY BLVD,LOS ANGELES,CA,90004,91,A
4069,PR0000936,LETFER MEAT MARKET,934 W 23RD ST,LOS ANGELES,CA,90007,94,A
4070,PR0035708,SOLAR DE CAHUENGA,1847 N CAHUENGA BLVD,LOS ANGELES,CA,90028,90,A
4071,PR0193663,PIZZA HUT #26143,1555 S WESTERN AVE,LOS ANGELES,CA,90006,93,A
4073,PR0044202,THAI BBQ,5324 W HOLLYWOOD BLVD,LOS ANGELES,CA,90027,94,A
4074,PR0168061,BHALLI DISCOUNT MARKET,3700 W 3RD ST,LOS ANGELES,CA,90020,92,A
4075,PR0170945,BARNEY'S BEANERY,1037 BROXTON AVE,LOS ANGELES,CA,90024,99,A
4076,PR0027078,SIZZLER #226,2920 LOS FELIZ BLVD,LOS ANGELES,CA,90039,97,A
4077,PR0030159,THE GARDEN JUICE BAR,322 W 7TH ST,LOS ANGELES,CA,90014,91,A
4078,PR0019471,COSTA ALEGRE,1901 W SUNSET BLVD,LOS ANGELES,CA,90026,96,A
4079,PR0013053,SUBWAY #13478,3939 S CRENSHAW BLVD,LOS ANGELES,CA,90008,95,A
4080,PR0007286,INTERNATIONAL HOUSE OF PANCAKE,2227 N FIGUEROA ST,LOS ANGELES,CA,90065,93,A
4081,PR0130740,BEVERLY SOON TOFU,2717 W OLYMPIC BLVD 108,LOS ANGELES,CA,90006,90,A
4082,PR0188978,E T DONUTS,1545 CRENSHAW BLVD,LOS ANGELES,CA,90019,90,A
4083,PR0006098,BODYFACTORY,8000 W SUNSET BLVD # B120,LOS ANGELES,CA,90046,94,A
4084,PR0014991,BARNEY'S BEANERY,1037 BROXTON AVE,LOS ANGELES,CA,90024,93,A
4085,PR0034453,PESCADERIA PUERTO GUAYMAS,1159 E FLORENCE AVE,LOS ANGELES,CA,90001,91,A
4086,PR0040268,ORANGE DOOR,1666 1/2 W ADAMS BLVD,LOS ANGELES,CA,90007,91,A
4087,PR0144529,JACOB’S MARKET,306 N LA BREA AVE,LOS ANGELES,CA,90036,93,A
4088,PR0158123,CIRCLE K MARKET,229 W 7TH ST,LOS ANGELES,CA,90014,92,A
4089,PR0167067,SMOKE POUTINERIE,1552 N CAHUENGA BLVD,LOS ANGELES,CA,90028,95,A
4090,PR0006130,D'S ORIGINAL TAKE OUT GRILL,7873 S WESTERN AVE,LOS ANGELES,CA,90047,96,A
4091,PR0199345,PANDA GARDEN,12003 S AVALON BLVD STE 102,LOS ANGELES,CA,90061,90,A
4092,PR0025797,THE DETOUR,12473 W WASHINGTON BLVD,LOS ANGELES,CA,90066,91,A
4093,PR0037561,A AND T BURGERS,11318 S AVALON BLVD,LOS ANGELES,CA,90059,93,A
4094,PR0002254,MARIELAS TACOS,3662 1/2 W 3RD ST,LOS ANGELES,CA,90002,90,A
4095,PR0023240,STARBUCKS COFFEE #9230,217 N HILL ST,LOS ANGELES,CA,90012,94,A
4096,PR0001590,BIG SAVER FOOD,2619 N FIGUEROA ST,LOS ANGELES,CA,90065,92,A
4097,PR0187094,UNCLE JOHN'S CAFE,834 S GRAND AVE,LOS ANGELES,CA,90017,99,A
4098,PR0016212,WORLD OIL 063,10691 W PICO BLVD,LOS ANGELES,CA,90064,96,A
4099,PR0193064,GOSHEN CUSINE,212 W 7TH ST,LOS ANGELES,CA,90014,96,A
4101,PR0156409,MASAN,2851 W OLYMPIC BLVD,LOS ANGELES,CA,90006,87,B
4102,PR0181135,CAFE 5901,5901 OLYMPIC BLVD STE 104,LOS ANGELES,CA,90036,98,A
4103,PR0003224,JIM'S MARKET,4221 S MAIN ST,LOS ANGELES,CA,90037,95,A
4104,PR0017370,BUSBYS,5364 WILSHIRE BLVD,LOS ANGELES,CA,90036,90,A
4105,PR0032259,PICO GLATT KOSHER MARKET,9427 W PICO BLVD,LOS ANGELES,CA,90035,90,A
4106,PR0023206,VENICE MARKET & BAKERY,1529 S CRENSHAW BLVD,LOS ANGELES,CA,90019,90,A
4107,PR0003863,BASKIN ROBBINS 31 FLAVORS,4066 VICTORIA AVE,LOS ANGELES,CA,90008,91,A
4109,PR0034359,AMG DON FELIX R,305 N VIRGIL AVE,LOS ANGELES,CA,90004,94,A
4110,PR0011828,PANADERIA GUERRERO,2411 W OLYMPIC BLVD STE #1,LOS ANGELES,CA,90006,95,A
4111,PR0175629,23RD ST CAFE,936 W 23RD ST,LOS ANGELES,CA,90007,92,A
4112,PR0037440,DIAMOND BAKERY,335 N FAIRFAX AVE,LOS ANGELES,CA,90036,93,A
4113,PR0137899,TACOS MX,312 W 7TH ST,LOS ANGELES,CA,90014,90,A
4114,PR0198943,CAVA MEZZA GRILL USC,3201 S HOOVER ST,LOS ANGELES,CA,90007,94,A
4115,PR0043812,MARISCOS LOS KABOS,4168 W BEVERLY BLVD,LOS ANGELES,CA,90004,91,A
4116,PR0148308,SUPERBA FOOD & BREAD,1900 LINCOLN BLVD,LOS ANGELES,CA,90291,95,A
4117,PR0190628,ROSITAS MEXICAN  RESTAURANT,2622 N FIGUEROA ST,LOS ANGELES,CA,90065,93,A
4118,PR0015090,SUPER DISCOUNT GROCERY,3980 E OLYMPIC BLVD,LOS ANGELES,CA,90023,86,B
4119,PR0016080,EL REY THEATRE BAR,5515 WILSHIRE BLVD,LOS ANGELES,CA,90036,95,A
4120,PR0027974,PANORAMA CAFE,111 N HILL ST 9 FL CAFE,LOS ANGELES,CA,90012,93,A
4121,PR0038564,CARL'S JR #12,1611 S WESTERN AVE,LOS ANGELES,CA,90006,97,A
4122,PR0012076,LA MARKET,246 E MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90011,94,A
4123,PR0035809,GOBI MONGOLIAN BBQ,2827 W SUNSET BLVD,LOS ANGELES,CA,90026,95,A
4124,PR0135415,PIZZA REV,4550 W PICO BLVD C1303,LOS ANGELES,CA,90019,95,A
4125,PR0193591,JANG AN RESTAURANT,2773 W OLYMPIC BLVD,LOS ANGELES,CA,90006,93,A
4126,PR0199948,HOLIDAY INN WLA,11250 SANTA MONICA BLVD,LOS ANGELES,CA,90025,92,A
4127,PR0028094,ASIAN MART,3732 W 3RD ST,LOS ANGELES,CA,90020,95,A
4128,PR0006839,BIG WANGS,801 S GRAND AVE STE #175,LOS ANGELES,CA,90017,95,A
4129,PR0034273,YHA HWA,4031 W OLYMPIC BLVD,LOS ANGELES,CA,90019,96,A
4130,PR0004815,THAI DISHES,6234 W MANCHESTER AVE,LOS ANGELES,CA,90045,90,A
4131,PR0188753,ALOHA CATERING SERVICES INC,686 N SPRING ST,LOS ANGELES,CA,90012,93,A
4132,PR0043949,BLUE COW CAFE,350 S GRAND AVE STE R-3,LOS ANGELES,CA,90071,92,A
4133,PR0200217,STALKING HORSE BREWERY & FREEHOUSE,10543 W PICO BLVD,LOS ANGELES,CA,90064,97,A
4134,PR0047194,VERSAILLES,10319 VENICE BLVD,LOS ANGELES,CA,90034,91,A
4135,PR0020016,THE VILLAGE BAKERY & CAFE,3119 LOS FELIZ BLVD,LOS ANGELES,CA,90039,97,A
4136,PR0005811,LA AZTECA,4203 CHEVY CHASE DR,LOS ANGELES,CA,90039,96,A
4137,PR0043548,MOHAWK BEND,2141 W SUNSET BLVD,LOS ANGELES,CA,90026,90,A
4138,PR0192963,GONG CHA,3785 WILSHIRE BLVD # 107E,LOS ANGELES,CA,90010,98,A
4139,PR0035523,MARIA'S ITALIAN KITCHEN,10761 W PICO BLVD,LOS ANGELES,CA,90064,92,A
4140,PR0123108,CHIPOTLE MEXICAN GRILL,4550 W PICO BLVD # C1301,LOS ANGELES,CA,90019,98,A
4141,PR0034119,BIG 7 LIQUORS,10217 VENICE BLVD,LOS ANGELES,CA,90034,96,A
4142,PR0198448,IHOP RESTAURANT,3625 STOCKER ST,LOS ANGELES,CA,90008,92,A
4143,PR0022098,TOGOS SANDWICHES,3619 S VERMONT AVE,LOS ANGELES,CA,90007,93,A
4144,PR0137915,SK DONUTS,5850 W 3RD ST #A,LOS ANGELES,CA,90036,90,A
4146,PR0015772,DONA ANA'S COSINA,11313 S AVALON BLVD,LOS ANGELES,CA,90061,94,A
4147,PR0009128,PHO CAFE,2841 W SUNSET BLVD,LOS ANGELES,CA,90026,97,A
4148,PR0036442,SURAWON KOREAN RESTAURANT,2833 W OLYMPIC BLVD,LOS ANGELES,CA,90006,87,B
4149,PR0122789,CAFE MAK,612 SHATTO PL,LOS ANGELES,CA,90005,93,A
4150,PR0015916,CAFFE LATTE,6254 WILSHIRE BLVD,LOS ANGELES,CA,90048,95,A
4151,PR0033107,STOUT,1544 N CAHUENGA BLVD,LOS ANGELES,CA,90028,93,A
4152,PR0028695,DELI-CIOUS,5966 W OLYMPIC BLVD,LOS ANGELES,CA,90036,97,A
4153,PR0003555,OCHA CLASSIC THAI RESTAURANT,3960 W BEVERLY BLVD,LOS ANGELES,CA,90004,94,A
4154,PR0020720,LA VILLA CAFE,4105 CHEVY CHASE DR,LOS ANGELES,CA,90039,96,A
4155,PR0144544,IMPROV- COMEDY CLUB,8162 MELROSE AVE,LOS ANGELES,CA,90046,92,A
4156,PR0033226,SCHWARTZ BAKERY,433 N FAIRFAX AVE,LOS ANGELES,CA,90036,90,A
4157,PR0003923,TATSU RAMEN,2123 SAWTELLE BLVD,LOS ANGELES,CA,90025,66,C
4158,PR0025327,TACO INN,815 W OLYMPIC BLVD,LOS ANGELES,CA,90017,90,A
4159,PR0123106,BROWNSTONE BISTRO,5047 W PICO BLVD,LOS ANGELES,CA,90019,92,A
4160,PR0022527,PICO GLATT KOSHER MARKET,9427 W PICO BLVD,LOS ANGELES,CA,90035,90,A
4161,PR0048083,SUNSET PLAZA LIQUOR,7365 W SUNSET BLVD,LOS ANGELES,CA,90046,97,A
4162,PR0026996,TEDDYS LIQUOR STORE & MARKET,2112 S LA BREA AVE,LOS ANGELES,CA,90016,95,A
4163,PR0007788,EL POLLO LOCO # 3540,1545 S WESTERN AVE,LOS ANGELES,CA,90019,90,A
4164,PR0044340,RINCON DE GUAYABITOS #3,6049 E WHITTIER BLVD,LOS ANGELES,CA,90022,90,A
4165,PR0036406,ARIEL GLATT KOSHER MARKET,304 N LA BREA AVE,LOS ANGELES,CA,90036,98,A
4167,PR0153237,WOKCANO CRESCENT,8000 SUNSET BLVD A 110,LOS ANGELES,CA,90046,93,A
4168,PR0025436,NEW JAPAN,11283 SANTA MONICA BLVD,LOS ANGELES,CA,90025,92,A
4169,PR0128407,ABC COMMISSARY,4151 PROSPECT AVE,LOS ANGELES,CA,90027,98,A
4170,PR0191329,MIKKELLER,330 W OLYMPIC BLVD,LOS ANGELES,CA,90015,94,A
4171,PR0176052,SODEXO @ THE HOLLYWOOD BOWL,2301 N HIGHLAND AVE,LOS ANGELES,CA,90068,97,A
4172,PR0038295,EL POLLO LOCO # 5502,1934 W OLYMPIC BLVD,LOS ANGELES,CA,90006,97,A
4173,PR0197063,LUCIFER'S PIZZA,6104 W SUNSET BLVD,LOS ANGELES,CA,90028,97,A
4174,PR0174394,NEUEHOUSE,6121 SUNSET BLVD,LOS ANGELES,CA,90028,98,A
4175,PR0199756,PEPES G. TACOS,223 W 6TH ST,LOS ANGELES,CA,90014,90,A
4176,PR0036511,THE OAKS GOURMET,1915 N BRONSON AVE,LOS ANGELES,CA,90068,95,A
4177,PR0200123,DIA DE LOS PUERCOS PARA TO GO...,2765 E OLYMPIC BLVD,LOS ANGELES,CA,90023,90,A
4178,PR0010781,MEL'S FISH EXPRESS,4524 W JEFFERSON BLVD,LOS ANGELES,CA,90016,91,A
4179,PR0176047,SODEXO @ THE HOLLYWOOD BOWL,2301 N HIGHLAND AVE,LOS ANGELES,CA,90068,97,A
4180,PR0148964,LOS MOLCAJETES,2748 W TEMPLE ST,LOS ANGELES,CA,90026,92,A
4181,PR0189536,AMAR DESH INDIAN RESTAURANT,2411 W OLYMPIC BLVD # 5,LOS ANGELES,CA,90006,91,A
4182,PR0176045,SODEXO @ THE HOLLYWOOD BOWL,2301 N HIGHLAND AVE,LOS ANGELES,CA,90068,95,A
4183,PR0023703,TINHORN FLATS SALOON & GRILL,1724 N HIGHLAND AVE,LOS ANGELES,CA,90028,75,C
4184,PR0191105,QUEEN BEE ORGANIC COFFEE,4658 MELROSE AVE STE 109,LOS ANGELES,CA,90029,93,A
4185,PR0181505,FIRST CUP CAFFE,333 S SPRING ST # E6,LOS ANGELES,CA,90013,93,A
4186,PR0174396,NEUEHOUSE,6121 SUNSET BLVD,LOS ANGELES,CA,90028,99,A
4187,PR0176041,SODEXO @ THE HOLLYWOOD BOWL,2301 N HIGHLAND AVE,LOS ANGELES,CA,90068,98,A
4188,PR0148916,BOON ARUNEE THAI HOUSE,240 N VIRGIL AVE #111,LOS ANGELES,CA,90004,93,A
4189,PR0021632,EL MEXICANO MARKET/TORTILLER,6625 S AVALON BLVD,LOS ANGELES,CA,90003,94,A
