,id,name,overall_rating,review_count,address,city,state,zip
105,m0OgyFfWE62eDf7kpSp-2w,Jopok Topokki,4.5,759,3407 W 6th St,Los Angeles,CA,90013
106,K3msdd0tuGwuE2fm_W94MQ,Best Fish Taco In Ensenada,4.0,2199,1650 Hillhurst Ave,Los Angeles,CA,90027
107,b4SH4SbQUJfXxh6hNkF0wg,Eggslut,4.0,5818,317 S Broadway,Los Angeles,CA,90013
108,vs8USEc1A480H8MnmFKs5A,Chadolpoong,4.5,321,3470 W 6th St,Los Angeles,CA,90020
109,1k6hSTQO9E4iSzwyx8yTUw,Ta-eem Grill,4.5,1128,7422 Melrose Ave,Los Angeles,CA,90046
110,PlQjtbZKOw7exAUfrswhNQ,The Kimbap,4.5,592,400 S Western Ave,Los Angeles,CA,90020
111,E4W2T89vm4hmBwk39EoUuw,Tatsu Ramen,4.0,3625,7111 Melrose Ave,Los Angeles,CA,90046
112,Wbysqh4S6OlrTy8oRuitpw,Milpa Grille,5.0,132,2633 E Cesar E Chavez Ave,Los Angeles,CA,90033
113,Mywk3nUsqPvmzJiEOw4XYw,Pearl River Deli,5.0,117,727 N Broadway,Los Angeles,CA,90012
114,lC1ZQiF8QrTqAWIz_zWAOw,dan modern chinese,4.5,19,12775 W Millennium Dr,Los Angeles,CA,90094
115,HXWdcnzYG1zmf0vDplmEEQ,The Crack Shack,4.0,416,10250 Santa Monica Blvd,Los Angeles,CA,90067
116,cD57FLQ-v-brcFOLZ0X0cQ,LA Rose Cafe,4.5,1006,4749 Fountain Ave,Los Angeles,CA,90029
117,pAWfcO6e2ae2pIkJXWO-yA,Roscoe's House of Chicken & Waffles,4.0,3988,1514 N Gower St,Los Angeles,CA,90028
118,bY6RStcfjyCJtDr8nLpohQ,Dune,4.5,775,3143 Glendale Blvd,Los Angeles,CA,90039
119,zC__7xADu7cWu-RE6P4Npg,Michin Dak,4.5,416,3324 W 6th St,Los Angeles,CA,90020
120,QWtzUp4zLqzjA_jxLbvDvA,Granny's Kitchen,4.0,357,5440 S Central Ave,Los Angeles,CA,90011
121,6RDro8iSto0thExOPC3SIw,LA Brisket,4.5,135,736 N Broadway,Los Angeles,CA,90012
122,eoOJbi94rj9277dG7WIv0A,Home Restaurant - Los Feliz,4.0,3009,1760 Hillhurst Ave,Los Angeles,CA,90027
123,GT9hiv72iGarl6vx9WM7DQ,Lady Byrd Cafe,4.0,334,2100 Echo Park Ave,Los Angeles,CA,90026
124,gd6PYDx-leOM97a3MWoO1g,Maccheroni Republic,4.5,3018,332 S Broadway,Los Angeles,CA,90013
125,HTFByVH44biQsc_R8sEOjg,BCD Tofu House,4.0,4360,3575 Wilshire Blvd,Los Angeles,CA,90010
126,9OhKC782fYh0akM1VIfMxQ,The Carving Board,4.5,696,7300 Sunset Blvd,Los Angeles,CA,90046
127,fntgJytgOwc_QKEWY1WW9Q,Gigi's,5.0,5,904 N Sycamore Ave,Los Angeles,CA,90038
128,iD-G9bACYgkBWOq_IAGVVA,The Grain Cafe,4.5,941,4222 W Pico Blvd,Los Angeles,CA,90019
